"","size","year"
"1782",1041,80
"1783",1060,80
"1784",1086,80
"1785",1090,80
"1786",1093,80
"1787",1100,80
"1788",1105,80
"1789",1106,80
"1790",1120,80
"1791",1130,80
"1792",1140,80
"1793",1141,80
"1794",1160,80
"1795",1180,80
"1796",1186,80
"1797",1196,80
"1798",1200,80
"1799",1200,80
"1800",1200,80
"1801",1205,80
"1802",1210,80
"1803",1220,80
"1804",1261,80
"1805",1270,80
"1806",1289,80
"1807",1290,80
"1808",1296,80
"1809",1300,80
"1810",1304,80
"1811",1315,80
"1812",1326,80
"1813",1345,80
"1814",1377,80
"1815",1378,80
"1816",1391,80
"1817",1397,80
"1818",1401,80
"1819",1404,80
"1820",1418,80
"1821",1420,80
"1822",1428,80
"1823",1429,80
"1824",1443,80
"1825",1455,80
"1826",1488,80
"1827",1535,80
"1828",1550,80
"1829",1590,80
"1830",1598,80
"1831",1617,80
"1832",1620,80
"1833",1640,80
"1834",1642,80
"1835",1649,80
"1836",1659,80
"1837",1676,80
"1838",1715,80
"1839",1743,80
"1840",1748,80
"1841",1772,80
"1842",1800,80
"1843",1831,80
"1844",1860,80
"1845",1877,80
"1846",1896,80
"1847",2095,80
"1848",2099,80
"1849",2110,80
"1850",2123,80
"1851",2144,80
"1852",2147,80
"1853",2153,80
"1854",2178,80
"1855",2186,80
"1856",2200,80
"1857",2254,80
"1858",2283,80
"1859",2285,80
"1860",2300,80
"1861",2330,80
"1862",2334,80
"1863",2400,80
"1864",2464,80
"1865",2470,80
"1866",2480,80
"1867",2483,80
"1868",2517,80
"1869",2520,80
"1870",2545,80
"1871",2686,80
"1872",2692,80
"1873",2800,80
"1874",2947,80
"1875",3015,80
"1876",3033,80
"1877",3045,80
"1878",3115,80
"1879",3168,80
"1880",3199,80
"1881",3296,80
"1882",3500,80
"1883",3510,80
"1884",3543,80
"1885",3577,80
"1886",3600,80
"1887",3641,80
"1888",3717,80
"1889",3829,80
"1890",3867,80
"1891",4035,80
"1892",4156,80
"1893",4227,80
"1894",4240,80
"1895",4312,80
"1896",4360,80
"1897",4371,80
"1898",4380,80
"1899",4441,80
"1900",4560,80
"1901",4563,80
"1902",4935,80
"1903",5123,80
"1904",5162,80
"1905",5300,80
"1906",6098,80
"1907",6180,80
"1908",6200,80
"1909",6372,80
"1910",6420,80
"1911",6512,80
"1912",6894,80
"1913",7046,80
"1914",7525,80
"1915",7785,80
"1916",8213,80
"1917",8390,80
"1918",8656,80
"1919",8824,80
"1920",8913,80
"1921",8974,80
"1922",9930,80
"1923",10796,80
"1924",13555,80
"1925",15065,80
"1926",15983,80
"1927",19766,80
"1928",500,81
"1929",500,81
"1930",501,81
"1931",502,81
"1932",503,81
"1933",505,81
"1934",505,81
"1935",510,81
"1936",510,81
"1937",512,81
"1938",513,81
"1939",515,81
"1940",518,81
"1941",520,81
"1942",520,81
"1943",524,81
"1944",525,81
"1945",525,81
"1946",525,81
"1947",526,81
"1948",527,81
"1949",528,81
"1950",529,81
"1951",530,81
"1952",531,81
"1953",531,81
"1954",532,81
"1955",535,81
"1956",536,81
"1957",536,81
"1958",537,81
"1959",540,81
"1960",540,81
"1961",545,81
"1962",546,81
"1963",546,81
"1964",550,81
"1965",553,81
"1966",554,81
"1967",555,81
"1968",555,81
"1969",559,81
"1970",559,81
"1971",560,81
"1972",560,81
"1973",562,81
"1974",562,81
"1975",565,81
"1976",565,81
"1977",574,81
"1978",575,81
"1979",577,81
"1980",579,81
"1981",580,81
"1982",581,81
"1983",585,81
"1984",585,81
"1985",588,81
"1986",589,81
"1987",594,81
"1988",594,81
"1989",596,81
"1990",598,81
"1991",600,81
"1992",600,81
"1993",600,81
"1994",600,81
"1995",600,81
"1996",600,81
"1997",600,81
"1998",600,81
"1999",601,81
"2000",604,81
"2001",604,81
"2002",607,81
"2003",613,81
"2004",614,81
"2005",614,81
"2006",615,81
"2007",616,81
"2008",616,81
"2009",619,81
"2010",620,81
"2011",624,81
"2012",628,81
"2013",630,81
"2014",630,81
"2015",631,81
"2016",632,81
"2017",634,81
"2018",634,81
"2019",635,81
"2020",637,81
"2021",646,81
"2022",650,81
"2023",650,81
"2024",650,81
"2025",650,81
"2026",656,81
"2027",656,81
"2028",657,81
"2029",659,81
"2030",660,81
"2031",664,81
"2032",665,81
"2033",667,81
"2034",670,81
"2035",672,81
"2036",675,81
"2037",675,81
"2038",678,81
"2039",680,81
"2040",681,81
"2041",682,81
"2042",697,81
"2043",700,81
"2044",700,81
"2045",704,81
"2046",705,81
"2047",705,81
"2048",705,81
"2049",724,81
"2050",728,81
"2051",731,81
"2052",732,81
"2053",735,81
"2054",738,81
"2055",743,81
"2056",750,81
"2057",751,81
"2058",752,81
"2059",754,81
"2060",755,81
"2061",760,81
"2062",760,81
"2063",761,81
"2064",770,81
"2065",774,81
"2066",774,81
"2067",776,81
"2068",777,81
"2069",781,81
"2070",781,81
"2071",784,81
"2072",786,81
"2073",792,81
"2074",794,81
"2075",797,81
"2076",797,81
"2077",800,81
"2078",800,81
"2079",801,81
"2080",804,81
"2081",805,81
"2082",806,81
"2083",807,81
"2084",808,81
"2085",810,81
"2086",811,81
"2087",811,81
"2088",811,81
"2089",812,81
"2090",812,81
"2091",814,81
"2092",817,81
"2093",818,81
"2094",820,81
"2095",820,81
"2096",820,81
"2097",822,81
"2098",823,81
"2099",823,81
"2100",824,81
"2101",824,81
"2102",824,81
"2103",828,81
"2104",831,81
"2105",840,81
"2106",843,81
"2107",843,81
"2108",847,81
"2109",850,81
"2110",850,81
"2111",852,81
"2112",853,81
"2113",860,81
"2114",860,81
"2115",863,81
"2116",864,81
"2117",865,81
"2118",866,81
"2119",867,81
"2120",867,81
"2121",871,81
"2122",877,81
"2123",879,81
"2124",880,81
"2125",882,81
"2126",885,81
"2127",885,81
"2128",887,81
"2129",888,81
"2130",888,81
"2131",891,81
"2132",900,81
"2133",900,81
"2134",900,81
"2135",901,81
"2136",902,81
"2137",903,81
"2138",913,81
"2139",919,81
"2140",923,81
"2141",924,81
"2142",932,81
"2143",935,81
"2144",940,81
"2145",940,81
"2146",944,81
"2147",945,81
"2148",947,81
"2149",950,81
"2150",950,81
"2151",950,81
"2152",965,81
"2153",965,81
"2154",968,81
"2155",970,81
"2156",970,81
"2157",977,81
"2158",994,81
"2159",995,81
"2160",995,81
"2161",997,81
"2162",1000,81
"2163",1000,81
"2164",1000,81
"2165",1004,81
"2166",1005,81
"2167",1008,81
"2168",1014,81
"2169",1015,81
"2170",1023,81
"2171",1035,81
"2172",1038,81
"2173",1046,81
"2174",1048,81
"2175",1050,81
"2176",1050,81
"2177",1052,81
"2178",1052,81
"2179",1057,81
"2180",1063,81
"2181",1070,81
"2182",1070,81
"2183",1076,81
"2184",1087,81
"2185",1090,81
"2186",1091,81
"2187",1096,81
"2188",1101,81
"2189",1102,81
"2190",1113,81
"2191",1114,81
"2192",1120,81
"2193",1130,81
"2194",1131,81
"2195",1150,81
"2196",1152,81
"2197",1154,81
"2198",1155,81
"2199",1162,81
"2200",1170,81
"2201",1177,81
"2202",1189,81
"2203",1191,81
"2204",1193,81
"2205",1200,81
"2206",1200,81
"2207",1200,81
"2208",1200,81
"2209",1205,81
"2210",1210,81
"2211",1218,81
"2212",1238,81
"2213",1238,81
"2214",1241,81
"2215",1250,81
"2216",1250,81
"2217",1256,81
"2218",1257,81
"2219",1272,81
"2220",1278,81
"2221",1289,81
"2222",1299,81
"2223",1300,81
"2224",1316,81
"2225",1331,81
"2226",1349,81
"2227",1374,81
"2228",1378,81
"2229",1382,81
"2230",1396,81
"2231",1426,81
"2232",1429,81
"2233",1439,81
"2234",1443,81
"2235",1446,81
"2236",1473,81
"2237",1475,81
"2238",1478,81
"2239",1499,81
"2240",1506,81
"2241",1559,81
"2242",1568,81
"2243",1594,81
"2244",1609,81
"2245",1626,81
"2246",1649,81
"2247",1650,81
"2248",1669,81
"2249",1675,81
"2250",1687,81
"2251",1715,81
"2252",1720,81
"2253",1735,81
"2254",1750,81
"2255",1755,81
"2256",1787,81
"2257",1797,81
"2258",1805,81
"2259",1898,81
"2260",1908,81
"2261",1940,81
"2262",1989,81
"2263",2010,81
"2264",2012,81
"2265",2024,81
"2266",2047,81
"2267",2081,81
"2268",2085,81
"2269",2097,81
"2270",2136,81
"2271",2178,81
"2272",2181,81
"2273",2193,81
"2274",2200,81
"2275",2220,81
"2276",2301,81
"2277",2354,81
"2278",2359,81
"2279",2382,81
"2280",2409,81
"2281",2418,81
"2282",2430,81
"2283",2477,81
"2284",2500,81
"2285",2534,81
"2286",2572,81
"2287",2588,81
"2288",2591,81
"2289",2599,81
"2290",2660,81
"2291",2700,81
"2292",2700,81
"2293",2744,81
"2294",2845,81
"2295",2911,81
"2296",2952,81
"2297",3006,81
"2298",3021,81
"2299",3048,81
"2300",3059,81
"2301",3092,81
"2302",3152,81
"2303",3276,81
"2304",3289,81
"2305",3440,81
"2306",3447,81
"2307",3498,81
"2308",3705,81
"2309",3870,81
"2310",3896,81
"2311",3969,81
"2312",4000,81
"2313",4009,81
"2314",4196,81
"2315",4202,81
"2316",4311,81
"2317",4467,81
"2318",4490,81
"2319",4601,81
"2320",4697,81
"2321",5100,81
"2322",5120,81
"2323",5136,81
"2324",5141,81
"2325",5165,81
"2326",5260,81
"2327",5329,81
"2328",5778,81
"2329",5794,81
"2330",6285,81
"2331",6460,81
"2332",6917,81
"2333",7295,81
"2334",7701,81
"2335",8032,81
"2336",8142,81
"2337",8864,81
"2338",9263,81
"2339",9359,81
"2340",10801,81
"2341",11037,81
"2342",11504,81
"2343",11933,81
"2344",11998,81
"2345",12000,81
"2346",14153,81
"2347",15000,81
"2348",15398,81
"2349",19793,81
"2350",23150,81
"2351",27769,81
"2352",28288,81
"2353",34325,81
"2354",42691,81
"2355",62037,81
"2356",77839,81
"2357",500,82
"2358",500,82
"2359",500,82
"2360",500,82
"2361",500,82
"2362",500,82
"2363",500,82
"2364",500,82
"2365",500,82
"2366",500,82
"2367",500,82
"2368",501,82
"2369",501,82
"2370",502,82
"2371",504,82
"2372",508,82
"2373",509,82
"2374",517,82
"2375",522,82
"2376",523,82
"2377",526,82
"2378",529,82
"2379",530,82
"2380",530,82
"2381",530,82
"2382",530,82
"2383",534,82
"2384",535,82
"2385",537,82
"2386",537,82
"2387",538,82
"2388",540,82
"2389",542,82
"2390",547,82
"2391",549,82
"2392",550,82
"2393",550,82
"2394",550,82
"2395",550,82
"2396",550,82
"2397",550,82
"2398",553,82
"2399",554,82
"2400",555,82
"2401",556,82
"2402",557,82
"2403",557,82
"2404",560,82
"2405",560,82
"2406",566,82
"2407",569,82
"2408",569,82
"2409",570,82
"2410",573,82
"2411",574,82
"2412",575,82
"2413",576,82
"2414",576,82
"2415",578,82
"2416",578,82
"2417",579,82
"2418",580,82
"2419",580,82
"2420",580,82
"2421",582,82
"2422",582,82
"2423",588,82
"2424",589,82
"2425",598,82
"2426",600,82
"2427",600,82
"2428",600,82
"2429",600,82
"2430",600,82
"2431",610,82
"2432",612,82
"2433",613,82
"2434",616,82
"2435",620,82
"2436",630,82
"2437",630,82
"2438",633,82
"2439",637,82
"2440",638,82
"2441",640,82
"2442",640,82
"2443",642,82
"2444",645,82
"2445",650,82
"2446",650,82
"2447",650,82
"2448",650,82
"2449",650,82
"2450",650,82
"2451",650,82
"2452",654,82
"2453",654,82
"2454",655,82
"2455",656,82
"2456",660,82
"2457",661,82
"2458",668,82
"2459",670,82
"2460",671,82
"2461",675,82
"2462",689,82
"2463",695,82
"2464",700,82
"2465",700,82
"2466",700,82
"2467",700,82
"2468",700,82
"2469",700,82
"2470",700,82
"2471",700,82
"2472",703,82
"2473",708,82
"2474",711,82
"2475",712,82
"2476",713,82
"2477",715,82
"2478",716,82
"2479",718,82
"2480",720,82
"2481",720,82
"2482",720,82
"2483",720,82
"2484",721,82
"2485",722,82
"2486",723,82
"2487",725,82
"2488",726,82
"2489",730,82
"2490",730,82
"2491",735,82
"2492",736,82
"2493",741,82
"2494",745,82
"2495",745,82
"2496",745,82
"2497",747,82
"2498",750,82
"2499",750,82
"2500",750,82
"2501",750,82
"2502",750,82
"2503",752,82
"2504",760,82
"2505",762,82
"2506",762,82
"2507",762,82
"2508",767,82
"2509",768,82
"2510",770,82
"2511",770,82
"2512",770,82
"2513",773,82
"2514",780,82
"2515",780,82
"2516",786,82
"2517",798,82
"2518",800,82
"2519",800,82
"2520",800,82
"2521",800,82
"2522",800,82
"2523",800,82
"2524",800,82
"2525",800,82
"2526",805,82
"2527",815,82
"2528",816,82
"2529",818,82
"2530",830,82
"2531",831,82
"2532",832,82
"2533",836,82
"2534",837,82
"2535",843,82
"2536",847,82
"2537",850,82
"2538",850,82
"2539",850,82
"2540",853,82
"2541",855,82
"2542",855,82
"2543",860,82
"2544",864,82
"2545",866,82
"2546",870,82
"2547",870,82
"2548",870,82
"2549",880,82
"2550",881,82
"2551",881,82
"2552",898,82
"2553",899,82
"2554",900,82
"2555",900,82
"2556",900,82
"2557",900,82
"2558",900,82
"2559",900,82
"2560",900,82
"2561",901,82
"2562",905,82
"2563",907,82
"2564",907,82
"2565",910,82
"2566",910,82
"2567",910,82
"2568",911,82
"2569",915,82
"2570",920,82
"2571",923,82
"2572",924,82
"2573",925,82
"2574",932,82
"2575",940,82
"2576",941,82
"2577",950,82
"2578",950,82
"2579",950,82
"2580",950,82
"2581",950,82
"2582",951,82
"2583",965,82
"2584",974,82
"2585",975,82
"2586",985,82
"2587",988,82
"2588",990,82
"2589",993,82
"2590",997,82
"2591",1000,82
"2592",1000,82
"2593",1000,82
"2594",1000,82
"2595",1000,82
"2596",1000,82
"2597",1000,82
"2598",1000,82
"2599",1000,82
"2600",1000,82
"2601",1000,82
"2602",1009,82
"2603",1016,82
"2604",1017,82
"2605",1025,82
"2606",1034,82
"2607",1050,82
"2608",1050,82
"2609",1050,82
"2610",1051,82
"2611",1065,82
"2612",1075,82
"2613",1098,82
"2614",1114,82
"2615",1122,82
"2616",1138,82
"2617",1139,82
"2618",1143,82
"2619",1147,82
"2620",1149,82
"2621",1153,82
"2622",1158,82
"2623",1161,82
"2624",1164,82
"2625",1181,82
"2626",1183,82
"2627",1191,82
"2628",1196,82
"2629",1200,82
"2630",1200,82
"2631",1200,82
"2632",1201,82
"2633",1210,82
"2634",1215,82
"2635",1232,82
"2636",1233,82
"2637",1245,82
"2638",1253,82
"2639",1257,82
"2640",1266,82
"2641",1270,82
"2642",1279,82
"2643",1290,82
"2644",1300,82
"2645",1300,82
"2646",1327,82
"2647",1368,82
"2648",1384,82
"2649",1384,82
"2650",1394,82
"2651",1395,82
"2652",1400,82
"2653",1400,82
"2654",1404,82
"2655",1420,82
"2656",1425,82
"2657",1436,82
"2658",1446,82
"2659",1453,82
"2660",1495,82
"2661",1500,82
"2662",1500,82
"2663",1519,82
"2664",1536,82
"2665",1547,82
"2666",1558,82
"2667",1563,82
"2668",1571,82
"2669",1573,82
"2670",1576,82
"2671",1600,82
"2672",1600,82
"2673",1600,82
"2674",1610,82
"2675",1622,82
"2676",1672,82
"2677",1674,82
"2678",1679,82
"2679",1700,82
"2680",1700,82
"2681",1702,82
"2682",1709,82
"2683",1741,82
"2684",1784,82
"2685",1800,82
"2686",1801,82
"2687",1832,82
"2688",1834,82
"2689",1836,82
"2690",1852,82
"2691",1900,82
"2692",1900,82
"2693",2000,82
"2694",2000,82
"2695",2000,82
"2696",2000,82
"2697",2017,82
"2698",2053,82
"2699",2058,82
"2700",2060,82
"2701",2065,82
"2702",2100,82
"2703",2109,82
"2704",2140,82
"2705",2150,82
"2706",2150,82
"2707",2155,82
"2708",2173,82
"2709",2188,82
"2710",2275,82
"2711",2319,82
"2712",2408,82
"2713",2457,82
"2714",2460,82
"2715",2479,82
"2716",2500,82
"2717",2500,82
"2718",2512,82
"2719",2600,82
"2720",2600,82
"2721",2645,82
"2722",2697,82
"2723",2700,82
"2724",2716,82
"2725",2732,82
"2726",2753,82
"2727",2865,82
"2728",2875,82
"2729",2950,82
"2730",3000,82
"2731",3000,82
"2732",3012,82
"2733",3156,82
"2734",3230,82
"2735",3313,82
"2736",3500,82
"2737",3640,82
"2738",3833,82
"2739",3840,82
"2740",3900,82
"2741",3988,82
"2742",4000,82
"2743",4000,82
"2744",4000,82
"2745",4015,82
"2746",4079,82
"2747",4366,82
"2748",4400,82
"2749",4484,82
"2750",4500,82
"2751",4583,82
"2752",4850,82
"2753",4874,82
"2754",5000,82
"2755",5035,82
"2756",5112,82
"2757",5147,82
"2758",5162,82
"2759",5300,82
"2760",5440,82
"2761",5590,82
"2762",5800,82
"2763",5829,82
"2764",6065,82
"2765",6220,82
"2766",6472,82
"2767",6619,82
"2768",6978,82
"2769",7395,82
"2770",7642,82
"2771",8500,82
"2772",8528,82
"2773",9326,82
"2774",10540,82
"2775",10679,82
"2776",11150,82
"2777",11622,82
"2778",11639,82
"2779",12215,82
"2780",18274,82
"2781",18625,82
"2782",19024,82
"2783",20009,82
"2784",23323,82
"2785",500,83
"2786",500,83
"2787",500,83
"2788",500,83
"2789",500,83
"2790",500,83
"2791",500,83
"2792",500,83
"2793",500,83
"2794",501,83
"2795",503,83
"2796",505,83
"2797",505,83
"2798",507,83
"2799",514,83
"2800",517,83
"2801",520,83
"2802",520,83
"2803",520,83
"2804",521,83
"2805",526,83
"2806",527,83
"2807",528,83
"2808",530,83
"2809",532,83
"2810",532,83
"2811",534,83
"2812",534,83
"2813",535,83
"2814",535,83
"2815",536,83
"2816",540,83
"2817",540,83
"2818",540,83
"2819",543,83
"2820",546,83
"2821",546,83
"2822",549,83
"2823",550,83
"2824",550,83
"2825",552,83
"2826",555,83
"2827",557,83
"2828",557,83
"2829",558,83
"2830",560,83
"2831",562,83
"2832",564,83
"2833",567,83
"2834",568,83
"2835",570,83
"2836",570,83
"2837",570,83
"2838",572,83
"2839",573,83
"2840",574,83
"2841",580,83
"2842",583,83
"2843",585,83
"2844",586,83
"2845",590,83
"2846",590,83
"2847",591,83
"2848",594,83
"2849",598,83
"2850",599,83
"2851",600,83
"2852",600,83
"2853",600,83
"2854",600,83
"2855",603,83
"2856",605,83
"2857",608,83
"2858",611,83
"2859",611,83
"2860",611,83
"2861",615,83
"2862",618,83
"2863",619,83
"2864",620,83
"2865",622,83
"2866",626,83
"2867",628,83
"2868",631,83
"2869",632,83
"2870",636,83
"2871",637,83
"2872",645,83
"2873",647,83
"2874",649,83
"2875",649,83
"2876",650,83
"2877",653,83
"2878",653,83
"2879",654,83
"2880",656,83
"2881",658,83
"2882",660,83
"2883",665,83
"2884",666,83
"2885",670,83
"2886",670,83
"2887",686,83
"2888",688,83
"2889",689,83
"2890",693,83
"2891",695,83
"2892",697,83
"2893",698,83
"2894",698,83
"2895",700,83
"2896",700,83
"2897",700,83
"2898",702,83
"2899",705,83
"2900",705,83
"2901",707,83
"2902",711,83
"2903",713,83
"2904",714,83
"2905",721,83
"2906",725,83
"2907",725,83
"2908",730,83
"2909",734,83
"2910",739,83
"2911",740,83
"2912",740,83
"2913",741,83
"2914",745,83
"2915",749,83
"2916",749,83
"2917",750,83
"2918",753,83
"2919",755,83
"2920",755,83
"2921",757,83
"2922",765,83
"2923",768,83
"2924",770,83
"2925",770,83
"2926",770,83
"2927",771,83
"2928",771,83
"2929",773,83
"2930",775,83
"2931",776,83
"2932",777,83
"2933",778,83
"2934",779,83
"2935",780,83
"2936",781,83
"2937",781,83
"2938",785,83
"2939",787,83
"2940",789,83
"2941",790,83
"2942",792,83
"2943",792,83
"2944",799,83
"2945",800,83
"2946",806,83
"2947",810,83
"2948",813,83
"2949",817,83
"2950",819,83
"2951",822,83
"2952",825,83
"2953",828,83
"2954",830,83
"2955",834,83
"2956",835,83
"2957",836,83
"2958",837,83
"2959",840,83
"2960",846,83
"2961",850,83
"2962",850,83
"2963",850,83
"2964",850,83
"2965",850,83
"2966",850,83
"2967",857,83
"2968",859,83
"2969",867,83
"2970",875,83
"2971",876,83
"2972",884,83
"2973",887,83
"2974",887,83
"2975",889,83
"2976",892,83
"2977",900,83
"2978",900,83
"2979",904,83
"2980",905,83
"2981",908,83
"2982",911,83
"2983",920,83
"2984",920,83
"2985",921,83
"2986",923,83
"2987",923,83
"2988",925,83
"2989",932,83
"2990",933,83
"2991",942,83
"2992",950,83
"2993",950,83
"2994",951,83
"2995",953,83
"2996",954,83
"2997",962,83
"2998",963,83
"2999",963,83
"3000",967,83
"3001",980,83
"3002",983,83
"3003",987,83
"3004",1000,83
"3005",1000,83
"3006",1000,83
"3007",1000,83
"3008",1001,83
"3009",1002,83
"3010",1008,83
"3011",1009,83
"3012",1015,83
"3013",1025,83
"3014",1026,83
"3015",1027,83
"3016",1036,83
"3017",1039,83
"3018",1047,83
"3019",1050,83
"3020",1050,83
"3021",1053,83
"3022",1060,83
"3023",1060,83
"3024",1065,83
"3025",1079,83
"3026",1087,83
"3027",1099,83
"3028",1100,83
"3029",1100,83
"3030",1100,83
"3031",1105,83
"3032",1109,83
"3033",1112,83
"3034",1121,83
"3035",1130,83
"3036",1140,83
"3037",1140,83
"3038",1143,83
"3039",1150,83
"3040",1154,83
"3041",1161,83
"3042",1165,83
"3043",1169,83
"3044",1170,83
"3045",1177,83
"3046",1191,83
"3047",1191,83
"3048",1192,83
"3049",1200,83
"3050",1209,83
"3051",1214,83
"3052",1215,83
"3053",1216,83
"3054",1220,83
"3055",1227,83
"3056",1232,83
"3057",1244,83
"3058",1250,83
"3059",1250,83
"3060",1254,83
"3061",1260,83
"3062",1278,83
"3063",1290,83
"3064",1300,83
"3065",1300,83
"3066",1305,83
"3067",1307,83
"3068",1315,83
"3069",1343,83
"3070",1373,83
"3071",1374,83
"3072",1378,83
"3073",1393,83
"3074",1400,83
"3075",1405,83
"3076",1407,83
"3077",1407,83
"3078",1425,83
"3079",1454,83
"3080",1465,83
"3081",1481,83
"3082",1488,83
"3083",1498,83
"3084",1500,83
"3085",1513,83
"3086",1513,83
"3087",1516,83
"3088",1520,83
"3089",1558,83
"3090",1570,83
"3091",1600,83
"3092",1600,83
"3093",1600,83
"3094",1608,83
"3095",1611,83
"3096",1619,83
"3097",1625,83
"3098",1632,83
"3099",1650,83
"3100",1655,83
"3101",1658,83
"3102",1659,83
"3103",1703,83
"3104",1705,83
"3105",1715,83
"3106",1725,83
"3107",1798,83
"3108",1800,83
"3109",1808,83
"3110",1867,83
"3111",1873,83
"3112",1907,83
"3113",1960,83
"3114",1979,83
"3115",1981,83
"3116",1991,83
"3117",2000,83
"3118",2033,83
"3119",2076,83
"3120",2092,83
"3121",2161,83
"3122",2199,83
"3123",2208,83
"3124",2212,83
"3125",2242,83
"3126",2299,83
"3127",2343,83
"3128",2382,83
"3129",2385,83
"3130",2440,83
"3131",2440,83
"3132",2452,83
"3133",2458,83
"3134",2485,83
"3135",2500,83
"3136",2541,83
"3137",2551,83
"3138",2554,83
"3139",2559,83
"3140",2744,83
"3141",2834,83
"3142",2869,83
"3143",2941,83
"3144",3150,83
"3145",3171,83
"3146",3200,83
"3147",3240,83
"3148",3294,83
"3149",3315,83
"3150",3426,83
"3151",3686,83
"3152",3733,83
"3153",3849,83
"3154",4027,83
"3155",4040,83
"3156",4125,83
"3157",4241,83
"3158",4360,83
"3159",4386,83
"3160",4485,83
"3161",4558,83
"3162",4627,83
"3163",4656,83
"3164",4702,83
"3165",4830,83
"3166",5032,83
"3167",5141,83
"3168",5336,83
"3169",5464,83
"3170",5500,83
"3171",5700,83
"3172",6389,83
"3173",7131,83
"3174",7500,83
"3175",7578,83
"3176",8270,83
"3177",8520,83
"3178",8579,83
"3179",9431,83
"3180",10000,83
"3181",10385,83
"3182",11120,83
"3183",11407,83
"3184",12000,83
"3185",13990,83
"3186",14436,83
"3187",19162,83
"3188",19915,83
"3189",21846,83
"3190",30247,83
"3191",51244,83
"3192",500,84
"3193",500,84
"3194",500,84
"3195",500,84
"3196",500,84
"3197",502,84
"3198",503,84
"3199",504,84
"3200",506,84
"3201",506,84
"3202",507,84
"3203",512,84
"3204",515,84
"3205",520,84
"3206",520,84
"3207",524,84
"3208",524,84
"3209",524,84
"3210",524,84
"3211",525,84
"3212",528,84
"3213",529,84
"3214",529,84
"3215",530,84
"3216",532,84
"3217",534,84
"3218",535,84
"3219",536,84
"3220",536,84
"3221",540,84
"3222",541,84
"3223",542,84
"3224",543,84
"3225",543,84
"3226",544,84
"3227",544,84
"3228",544,84
"3229",545,84
"3230",545,84
"3231",546,84
"3232",546,84
"3233",547,84
"3234",551,84
"3235",552,84
"3236",555,84
"3237",559,84
"3238",560,84
"3239",560,84
"3240",560,84
"3241",563,84
"3242",565,84
"3243",566,84
"3244",572,84
"3245",572,84
"3246",576,84
"3247",580,84
"3248",582,84
"3249",582,84
"3250",582,84
"3251",583,84
"3252",587,84
"3253",588,84
"3254",589,84
"3255",590,84
"3256",590,84
"3257",590,84
"3258",591,84
"3259",596,84
"3260",598,84
"3261",599,84
"3262",600,84
"3263",600,84
"3264",600,84
"3265",600,84
"3266",600,84
"3267",600,84
"3268",602,84
"3269",602,84
"3270",608,84
"3271",608,84
"3272",609,84
"3273",613,84
"3274",615,84
"3275",615,84
"3276",616,84
"3277",620,84
"3278",620,84
"3279",623,84
"3280",627,84
"3281",633,84
"3282",634,84
"3283",642,84
"3284",645,84
"3285",648,84
"3286",648,84
"3287",650,84
"3288",650,84
"3289",650,84
"3290",650,84
"3291",658,84
"3292",660,84
"3293",660,84
"3294",660,84
"3295",662,84
"3296",662,84
"3297",662,84
"3298",663,84
"3299",664,84
"3300",666,84
"3301",670,84
"3302",671,84
"3303",671,84
"3304",673,84
"3305",673,84
"3306",674,84
"3307",675,84
"3308",676,84
"3309",676,84
"3310",679,84
"3311",680,84
"3312",682,84
"3313",682,84
"3314",684,84
"3315",684,84
"3316",688,84
"3317",688,84
"3318",689,84
"3319",691,84
"3320",693,84
"3321",693,84
"3322",693,84
"3323",694,84
"3324",698,84
"3325",700,84
"3326",700,84
"3327",700,84
"3328",700,84
"3329",700,84
"3330",702,84
"3331",703,84
"3332",707,84
"3333",707,84
"3334",708,84
"3335",715,84
"3336",716,84
"3337",718,84
"3338",719,84
"3339",721,84
"3340",723,84
"3341",723,84
"3342",724,84
"3343",725,84
"3344",726,84
"3345",730,84
"3346",734,84
"3347",740,84
"3348",744,84
"3349",747,84
"3350",750,84
"3351",750,84
"3352",750,84
"3353",751,84
"3354",752,84
"3355",754,84
"3356",755,84
"3357",757,84
"3358",758,84
"3359",759,84
"3360",761,84
"3361",766,84
"3362",767,84
"3363",768,84
"3364",770,84
"3365",770,84
"3366",773,84
"3367",773,84
"3368",775,84
"3369",783,84
"3370",783,84
"3371",785,84
"3372",793,84
"3373",800,84
"3374",800,84
"3375",800,84
"3376",800,84
"3377",803,84
"3378",803,84
"3379",805,84
"3380",806,84
"3381",810,84
"3382",810,84
"3383",810,84
"3384",811,84
"3385",812,84
"3386",814,84
"3387",817,84
"3388",817,84
"3389",819,84
"3390",820,84
"3391",824,84
"3392",824,84
"3393",827,84
"3394",827,84
"3395",830,84
"3396",830,84
"3397",831,84
"3398",833,84
"3399",835,84
"3400",835,84
"3401",840,84
"3402",841,84
"3403",841,84
"3404",844,84
"3405",850,84
"3406",851,84
"3407",853,84
"3408",854,84
"3409",856,84
"3410",860,84
"3411",869,84
"3412",875,84
"3413",877,84
"3414",879,84
"3415",882,84
"3416",886,84
"3417",889,84
"3418",890,84
"3419",894,84
"3420",895,84
"3421",896,84
"3422",900,84
"3423",900,84
"3424",900,84
"3425",900,84
"3426",900,84
"3427",905,84
"3428",906,84
"3429",908,84
"3430",911,84
"3431",914,84
"3432",918,84
"3433",918,84
"3434",919,84
"3435",920,84
"3436",921,84
"3437",923,84
"3438",929,84
"3439",933,84
